"","Operating.System","Connection.State","Ingress.Router","Assembled.Payload.Size","DYNRiskA.Score","Response.Size","Source.Ping.Time","Connection.Rate","Server.Response.Packet.Time","Packet.Size","Packet.TTL","Source.IP.Concurrent.Connection","Class"
"288729","Windows","ESTABLISHED","syd-tls-04",60426,0.601472968,594202,191,48.0580107,216,1377,47,20,"NonMal"
"74785","Windows","ESTABLISHED","syd-tls-04",58266,0.710500391,595137,280,263.8759867,217,1327,45,24,"NonMal"
"445942","Windows","ESTABLISHED","syd-tls-04",74439,0.332810624,620971,330,837.0327419,157,1400,71,19,"NonMal"
"284931","Windows","ESTABLISHED","syd-tls-04",66464,0.594569982,454906,188,673.4168636,146,1362,56,27,"NonMal"
"411256","Android","ESTABLISHED","mel-aus-01",57459,0.38295833,503952,182,1110.67322,158,1340,68,13,"NonMal"
"235949","Windows","ESTABLISHED","syd-tls-04",41860,0.867307345,306974,223,625.5784038,153,1379,56,25,"NonMal"
"474651","Windows","ESTABLISHED","mel-aus-01",44067,0.855134897,579814,292,405.601587,197,1350,59,23,"NonMal"
"218936","Windows","ESTABLISHED","mel-aus-01",58394,0.674348126,560369,309,984.1331485,125,1337,58,28,"NonMal"
"75590","Windows","ESTABLISHED","syd-tls-04",59757,0.526423903,473965,163,203.646836,205,1422,65,20,"NonMal"
"19873","Android","ESTABLISHED","mel-aus-01",58911,0.712523891,509239,338,683.7915243,147,1377,47,25,"NonMal"
"253770","Android","Others","syd-tls-04",55578,0.472118793,463841,213,253.2851832,192,1340,62,17,"NonMal"
"240434","Windows","ESTABLISHED","mel-aus-01",55155,0.715632967,393848,248,608.8952039,126,1349,79,26,"NonMal"
"122704","Windows","ESTABLISHED","mel-aus-01",54292,0.436232647,469423,318,624.818125,185,1324,58,16,"NonMal"
"145690","Windows","ESTABLISHED","mel-aus-01",66183,0.432810365,641650,295,212.7378055,178,1317,52,22,"NonMal"
"84273","Windows","ESTABLISHED","mel-aus-01",61246,0.723198827,482611,304,586.2165467,118,1368,68,23,"NonMal"
"459652","Windows","ESTABLISHED","syd-tls-04",62457,0.380821063,620259,232,656.3248917,176,1310,61,16,"NonMal"
"220477","Windows","ESTABLISHED","mel-aus-01",65300,0.536177054,421151,254,125.1173867,160,1389,68,20,"NonMal"
"425982","Windows","ESTABLISHED","mel-aus-01",65923,0.439199561,551645,250,469.3881566,90,1296,77,12,"NonMal"
"41247","Windows","ESTABLISHED","syd-tls-04",66430,0.361093019,584771,310,705.5602313,134,1348,66,16,"NonMal"
"12169","Windows","ESTABLISHED","syd-tls-04",59567,0.700561588,249621,290,518.4222653,179,1329,52,24,"NonMal"
"127736","Android","ESTABLISHED","mel-aus-01",53901,0.561828248,489426,244,181.710754,166,1336,83,17,"NonMal"
"277218","Windows","ESTABLISHED","mel-aus-01",63274,0.673025243,531462,268,648.4400904,194,1370,55,25,"NonMal"
"85533","Android","Others","syd-tls-04",54158,0.430602137,375027,263,367.7546196,203,1337,75,18,"NonMal"
"353632","Others","ESTABLISHED","mel-aus-01",60850,0.417311107,449591,324,540.4065908,184,1349,65,17,"NonMal"
"313048","Android","ESTABLISHED","syd-tls-04",55515,0.516157293,715455,311,160.7102021,176,1293,71,18,"NonMal"
"417649","Windows","ESTABLISHED","syd-tls-04",67872,0.338138388,597932,192,761.2046089,142,1406,47,16,"NonMal"
"407257","Windows","ESTABLISHED","mel-aus-01",65886,0.711721866,421885,218,253.8779937,188,1363,42,22,"NonMal"
"439375","Android","ESTABLISHED","syd-tls-04",64427,0.639954047,446079,231,681.5599444,139,1373,61,27,"NonMal"
"104568","Windows","ESTABLISHED","mel-aus-01",66336,0.358283714,440269,308,811.0296384,152,1325,55,16,"NonMal"
"392883","Windows","ESTABLISHED","syd-tls-04",61667,0.442785698,392495,289,625.0935038,196,1373,76,18,"NonMal"
"358004","Windows","Others","mel-aus-01",55238,0.667480706,415385,332,899.4079871,159,1350,55,29,"NonMal"
"276864","Android","ESTABLISHED","syd-tls-04",68386,0.677003079,703629,295,912.6515313,127,1325,60,24,"NonMal"
"123054","Windows","Others","mel-aus-01",51954,0.379648733,393541,282,754.3178473,198,1408,55,14,"NonMal"
"398840","Others","ESTABLISHED","syd-tls-04",49539,0.501647642,284493,308,432.2179044,111,1290,72,9,"NonMal"
"263152","Windows","ESTABLISHED","syd-tls-04",60774,0.744919078,720405,209,309.8812172,175,1358,69,21,"NonMal"
"467319","Android","Others","mel-aus-01",54227,0.419135959,377658,305,491.6384203,163,1342,62,14,"NonMal"
"407883","Windows","ESTABLISHED","syd-tls-04",67098,0.673308977,527401,218,381.0445474,142,1327,63,21,"NonMal"
"358756","Windows","ESTABLISHED","syd-tls-04",50814,0.724199964,446709,186,422.0109577,164,1268,65,28,"NonMal"
"222313","Android","ESTABLISHED","syd-tls-04",53579,0.712793301,411848,223,578.9205029,159,1330,65,26,"NonMal"
"143988","Windows","ESTABLISHED","mel-aus-01",57206,0.380988222,515349,207,687.4059565,156,1366,70,14,"NonMal"
"345868","Windows","ESTABLISHED","mel-aus-01",69976,0.672892009,328044,268,941.1792382,108,1310,50,23,"NonMal"
"109780","Android","ESTABLISHED","mel-aus-01",61412,0.705346324,584624,119,440.5004399,189,1348,52,25,"NonMal"
"375785","Others","ESTABLISHED","mel-aus-01",65968,0.27590522,516001,309,910.8273573,134,1345,75,15,"NonMal"
"388780","Windows","ESTABLISHED","syd-tls-04",61320,0.34467771,328769,298,820.7908029,154,1351,62,14,"NonMal"
"185292","Android","ESTABLISHED","mel-aus-01",70902,0.624162384,584892,171,585.7294588,123,1373,59,23,"NonMal"
"286792","Others","ESTABLISHED","mel-aus-01",60055,0.577758708,322460,163,33.16900891,173,1397,47,17,"NonMal"
"478920","Windows","ESTABLISHED","mel-aus-01",64753,0.500944118,484349,285,79.19694267,187,1359,52,20,"NonMal"
"3811","Windows","ESTABLISHED","syd-tls-04",65669,0.614388939,468144,174,785.7215354,147,1285,67,28,"NonMal"
"329298","Android","ESTABLISHED","syd-tls-04",74693,0.544165801,492977,240,807.5962619,98,1355,57,25,"NonMal"
"291997","Others","ESTABLISHED","mel-aus-01",70558,0.529785671,474180,370,556.0915478,144,1321,59,27,"NonMal"
"218802","Windows","ESTABLISHED","mel-aus-01",58902,0.322472553,618230,280,806.0063363,104,1359,60,11,"NonMal"
"444505","Android","ESTABLISHED","mel-aus-01",69143,0.459628848,433374,242,228.1257105,177,1354,81,21,"NonMal"
"459697","Others","ESTABLISHED","mel-aus-01",64960,0.692745992,492021,253,654.1668849,154,1380,50,23,"NonMal"
"315156","Android","ESTABLISHED","syd-tls-04",67658,0.516219706,447295,330,17.15194042,193,1372,60,22,"NonMal"
"374549","Windows","ESTABLISHED","mel-aus-01",51975,0.650302739,475504,315,105.2247824,175,1336,65,15,"NonMal"
"423691","Windows","ESTABLISHED","syd-tls-04",56967,0.541218995,584086,177,31.74572871,168,1367,64,15,"NonMal"
"113335","Windows","ESTABLISHED","syd-tls-04",68469,0.353311742,373928,279,882.173416,184,1314,68,18,"NonMal"
"306651","Android","ESTABLISHED","mel-aus-01",71238,0.337151105,630221,384,897.226593,143,1331,67,17,"NonMal"
"376403","Windows","Others","mel-aus-01",66360,0.465868852,414469,380,991.6352765,204,1331,53,35,"NonMal"
"42236","Windows","ESTABLISHED","mel-aus-01",61121,0.446016953,574027,405,552.1008231,172,1341,70,17,"NonMal"
"3624","Android","ESTABLISHED","syd-tls-04",56952,0.770820059,491678,192,667.0522276,178,1398,63,22,"NonMal"
"180848","Windows","ESTABLISHED","mel-aus-01",67760,0.340149688,606976,353,665.7946792,178,1344,70,20,"NonMal"
"264685","Android","ESTABLISHED","mel-aus-01",66395,0.62099072,320712,226,890.8843774,159,1318,48,28,"NonMal"
"81604","Android","ESTABLISHED","mel-aus-01",61199,0.621399309,547871,206,475.8546946,252,1348,59,27,"NonMal"
"399214","Windows","ESTABLISHED","mel-aus-01",61262,0.565895759,496243,248,188.8930315,186,1388,74,22,"NonMal"
"325086","Windows","ESTABLISHED","mel-aus-01",50963,0.661401051,688313,332,493.4966214,202,1323,84,31,"NonMal"
"467749","Android","ESTABLISHED","syd-tls-04",53274,0.692257502,412687,264,714.7941421,187,1346,51,29,"NonMal"
"330571","Windows","ESTABLISHED","mel-aus-01",66442,0.44811952,550907,305,284.5075142,194,1393,56,21,"NonMal"
"129434","Android","ESTABLISHED","mel-aus-01",71375,0.551928992,597162,198,443.083563,138,1395,69,25,"NonMal"
"363662","Android","ESTABLISHED","mel-aus-01",69020,0.520022592,561797,214,44.36468017,212,1374,66,23,"NonMal"
"92231","Android","ESTABLISHED","syd-tls-04",67629,0.563331928,501871,274,25.10787125,187,1324,67,22,"NonMal"
"480511","Windows","ESTABLISHED","mel-aus-01",67823,0.65961559,709537,343,398.7271062,191,1321,69,24,"NonMal"
"22271","Windows","Others","syd-tls-04",65021,0.564363621,566292,256,798.4249893,189,1334,53,31,"NonMal"
"67870","Windows","ESTABLISHED","mel-aus-01",62317,0.415600852,578990,216,435.2260932,159,1361,56,16,"NonMal"
"125841","Others","ESTABLISHED","mel-aus-01",64060,0.401697733,354690,125,537.2374474,180,1388,65,19,"NonMal"
"480462","Windows","ESTABLISHED","syd-tls-04",61541,0.460008556,473745,228,277.4038314,158,1383,80,17,"NonMal"
"15817","Windows","ESTABLISHED","syd-tls-04",59669,0.716244958,560278,246,722.3407703,155,1300,59,25,"NonMal"
"377669","Windows","ESTABLISHED","mel-aus-01",73752,0.566151876,751808,209,436.5492716,188,1328,66,24,"NonMal"
"485102","Windows","ESTABLISHED","mel-aus-01",47808,0.550532426,520610,307,288.7372359,204,1362,58,15,"NonMal"
"167163","Windows","ESTABLISHED","syd-tls-04",74564,0.273238924,578891,193,775.6719493,122,1299,65,17,"NonMal"
"248591","Windows","ESTABLISHED","mel-aus-01",75914,0.679192238,426523,310,384.7284547,141,1354,62,18,"NonMal"
"359264","Windows","ESTABLISHED","syd-tls-04",54220,0.524396519,374059,207,174.7083122,171,1357,72,17,"NonMal"
"82276","Android","ESTABLISHED","syd-tls-04",64639,0.456251611,524798,266,293.1041611,126,1382,55,14,"NonMal"
"275668","Windows","ESTABLISHED","mel-aus-01",58195,0.627140742,351985,286,310.5063905,155,1347,58,18,"NonMal"
"363102","Android","ESTABLISHED","mel-aus-01",57939,0.720535655,476084,234,393.3387708,149,1347,57,25,"NonMal"
"286991","Windows","ESTABLISHED","syd-tls-04",59880,0.478884059,640248,219,412.8505819,181,1320,60,18,"NonMal"
"131397","Windows","ESTABLISHED","mel-aus-01",60668,0.649962332,537718,263,813.5395513,180,1371,63,29,"NonMal"
"146372","Windows","ESTABLISHED","syd-tls-04",62899,0.701519841,612727,234,677.8850476,124,1410,59,24,"NonMal"
"343960","Windows","ESTABLISHED","syd-tls-04",66183,0.322591889,640689,217,956.2603179,129,1337,68,13,"NonMal"
"186904","Windows","ESTABLISHED","syd-tls-04",65132,0.698762765,602909,264,666.229341,119,1297,68,23,"NonMal"
"294921","Windows","ESTABLISHED","syd-tls-04",58425,0.735474598,632540,294,435.2592169,147,1369,74,22,"NonMal"
"98324","Others","ESTABLISHED","syd-tls-04",62910,0.669671018,609856,277,371.167356,189,1360,75,24,"NonMal"
"330875","Android","ESTABLISHED","mel-aus-01",60750,0.547008136,414640,190,379.5826324,117,1347,56,12,"NonMal"
"408068","Windows","ESTABLISHED","syd-tls-04",62367,0.663374044,549627,295,579.1296911,169,1353,72,26,"NonMal"
"376948","Windows","ESTABLISHED","mel-aus-01",52914,0.705293179,548971,196,569.6404992,145,1340,67,27,"NonMal"
"376028","Windows","ESTABLISHED","mel-aus-01",59923,0.736286649,508047,328,363.0599638,187,1354,63,23,"NonMal"
"249434","Android","ESTABLISHED","mel-aus-01",62219,0.669925238,490281,192,366.9889616,182,1322,53,25,"NonMal"
"159455","Android","ESTABLISHED","syd-tls-04",68673,0.530135918,716040,253,138.304304,130,1356,61,18,"NonMal"
"484207","Windows","ESTABLISHED","mel-aus-01",70361,0.56578769,512070,283,590.8172312,160,1349,71,27,"NonMal"
"360141","Windows","ESTABLISHED","mel-aus-01",55893,0.53737164,451359,262,165.4025063,172,1359,62,15,"NonMal"
"228996","Android","ESTABLISHED","mel-aus-01",56551,0.669878528,490622,363,433.3127559,153,1348,60,27,"NonMal"
"204247","Others","ESTABLISHED","mel-aus-01",65272,0.596996143,528942,244,766.8293159,169,1338,71,28,"NonMal"
"105857","Android","ESTABLISHED","mel-aus-01",49469,0.555843578,554293,254,496.6076632,279,1323,84,20,"NonMal"
"300228","Windows","ESTABLISHED","mel-aus-01",62352,0.48106085,461855,296,501.2600179,213,1345,66,21,"NonMal"
"11623","Android","ESTABLISHED","mel-aus-01",67998,0.576787325,530817,278,610.4934935,187,1345,61,26,"NonMal"
"108501","Windows","ESTABLISHED","mel-aus-01",56808,0.509454444,557909,240,423.7941262,156,1374,75,14,"NonMal"
"149301","Others","ESTABLISHED","syd-tls-04",52899,0.498999798,408700,291,272.493935,188,1359,52,16,"NonMal"
"94376","Android","ESTABLISHED","mel-aus-01",61857,0.516947979,576870,197,129.7512651,200,1345,62,21,"NonMal"
"261607","Android","ESTABLISHED","mel-aus-01",61081,0.721375758,406726,216,338.8111404,165,1361,59,22,"NonMal"
"22834","Windows","ESTABLISHED","mel-aus-01",54091,0.753610132,348572,381,666.77071,170,1309,52,26,"NonMal"
"371128","Windows","ESTABLISHED","syd-tls-04",65132,0.623678429,568653,199,588.1888548,203,1364,64,26,"NonMal"
"340865","Android","ESTABLISHED","mel-aus-01",63184,0.498500568,377005,307,204.3354263,144,1331,66,16,"NonMal"
"339713","Windows","ESTABLISHED","mel-aus-01",68981,0.463429032,272884,210,354.8862836,176,1355,59,20,"NonMal"
"246094","Windows","ESTABLISHED","mel-aus-01",64595,0.645837269,697815,205,839.8301813,92,1349,87,25,"NonMal"
"64855","Windows","ESTABLISHED","syd-tls-04",58879,0.42708461,413276,238,501.8023078,149,1379,62,15,"NonMal"
"451803","Windows","ESTABLISHED","mel-aus-01",58695,0.563523474,561006,274,11.81791943,199,1312,66,19,"NonMal"
"223097","Windows","ESTABLISHED","mel-aus-01",68443,0.512208428,501908,294,40.63467,152,1393,57,19,"NonMal"
"93261","Windows","ESTABLISHED","syd-tls-04",67158,0.601468207,629056,318,734.1888774,176,1359,64,26,"NonMal"
"337675","Android","ESTABLISHED","mel-aus-01",65341,0.564113087,487329,248,118.4137146,180,1360,61,20,"NonMal"
"79607","Android","ESTABLISHED","syd-tls-04",63740,0.50033794,570306,220,80.41505339,179,1351,58,18,"NonMal"
"7483","Windows","ESTABLISHED","mel-aus-01",60783,0.538808519,493109,328,260.6610134,248,1329,49,24,"NonMal"
"50737","Windows","ESTABLISHED","syd-tls-04",55781,0.519861849,549751,325,216.6518437,157,1325,62,15,"NonMal"
"232050","Windows","Others","mel-aus-01",60223,0.830058949,646526,273,234.8094618,157,1311,84,19,"NonMal"
"30650","Android","ESTABLISHED","mel-aus-01",67954,0.713379362,534448,258,571.7669266,125,1333,60,22,"NonMal"
"184947","Windows","ESTABLISHED","syd-tls-04",63745,0.427946578,482756,223,410.7721703,200,1352,61,20,"NonMal"
"42727","Windows","ESTABLISHED","mel-aus-01",73640,0.604972593,544112,255,199.8288969,192,1377,74,22,"NonMal"
"360346","Others","ESTABLISHED","mel-aus-01",62781,0.502192972,507358,290,26.06544937,193,1290,48,21,"NonMal"
"483068","Android","ESTABLISHED","syd-tls-04",64850,0.651732951,473149,221,634.9096651,138,1322,76,24,"NonMal"
"315706","Android","ESTABLISHED","syd-tls-04",61072,0.395287137,514350,250,386.2466418,189,1336,61,19,"NonMal"
"443679","Windows","ESTABLISHED","mel-aus-01",61898,0.508847528,380214,297,122.2178786,157,1311,64,16,"NonMal"
"370312","Android","Others","mel-aus-01",48634,0.711362237,375444,137,896.9345914,153,1352,57,28,"NonMal"
"425222","Android","ESTABLISHED","mel-aus-01",64306,0.712842533,588423,261,335.1271723,151,1366,64,21,"NonMal"
"296084","Others","ESTABLISHED","syd-tls-04",56808,0.738926951,704977,214,1055.509059,139,1331,67,26,"NonMal"
"425693","Windows","ESTABLISHED","mel-aus-01",66551,0.413975933,623454,189,436.2424062,102,1264,45,15,"NonMal"
"139924","Android","ESTABLISHED","mel-aus-01",63835,0.351312657,519002,255,904.6009405,178,1365,51,18,"NonMal"
"299996","Windows","ESTABLISHED","syd-tls-04",61881,0.448807746,403195,306,413.0063056,159,1392,59,15,"NonMal"
"90412","Windows","ESTABLISHED","mel-aus-01",65369,0.478342912,655038,256,81.64247081,127,1346,63,18,"NonMal"
"339144","Android","ESTABLISHED","mel-aus-01",63291,0.377393127,415631,289,557.4744671,176,1367,65,21,"NonMal"
"304836","Android","ESTABLISHED","syd-tls-04",61686,0.433298236,457516,322,593.7155721,162,1348,63,17,"NonMal"
"84994","Windows","ESTABLISHED","syd-tls-04",52089,0.503169574,612696,221,351.222223,167,1302,73,15,"NonMal"
"161500","Others","ESTABLISHED","syd-tls-04",61546,0.750645816,453503,350,411.4044745,194,1322,61,23,"NonMal"
"156887","Windows","Others","syd-tls-04",74756,0.56565331,590006,257,1011.080704,119,1327,60,25,"NonMal"
"436317","Windows","ESTABLISHED","mel-aus-01",65838,0.629008865,491349,253,236.9421629,192,1365,58,22,"NonMal"
"245014","Others","ESTABLISHED","syd-tls-04",70511,0.645931641,448912,296,259.497533,162,1344,61,22,"NonMal"
"393641","Others","ESTABLISHED","mel-aus-01",58725,0.666302248,493079,194,627.13139,192,1379,66,28,"NonMal"
"46029","Windows","ESTABLISHED","mel-aus-01",75813,0.614475407,487506,294,577.5532837,133,1306,67,22,"NonMal"
"377908","Android","ESTABLISHED","syd-tls-04",60369,0.675756112,326476,249,772.7751179,181,1383,60,27,"NonMal"
"463661","Windows","ESTABLISHED","syd-tls-04",58947,0.662651556,387537,254,869.3957124,117,1352,64,29,"NonMal"
"173253","Windows","Others","syd-tls-04",66081,0.553128608,608539,249,852.5542433,146,1379,83,29,"NonMal"
"416436","Others","ESTABLISHED","mel-aus-01",65106,0.363871734,431080,352,496.0929456,143,1334,55,18,"NonMal"
"434701","Android","Others","mel-aus-01",58844,0.66352708,435814,272,950.5069375,171,1348,75,28,"NonMal"
"224325","Android","ESTABLISHED","syd-tls-04",59600,0.505400645,560159,357,362.6258086,174,1333,74,15,"NonMal"
"167511","Others","ESTABLISHED","mel-aus-01",55025,0.695008735,497467,239,342.3914145,195,1366,64,26,"NonMal"
"462182","Windows","ESTABLISHED","syd-tls-04",55752,0.75964828,493326,253,398.2419441,245,1298,53,24,"NonMal"
"276502","Windows","ESTABLISHED","mel-aus-01",55198,0.463463587,478839,219,567.4643334,132,1321,77,9,"NonMal"
"1252","Android","ESTABLISHED","mel-aus-01",53925,0.544599581,529147,365,351.0854731,122,1361,60,12,"NonMal"
"471584","Windows","ESTABLISHED","syd-tls-04",57856,0.755976218,402471,178,459.8039392,178,1407,77,23,"NonMal"
"206693","Windows","ESTABLISHED","mel-aus-01",69215,0.681043655,634823,235,255.8726973,133,1392,54,21,"NonMal"
"447565","Android","ESTABLISHED","mel-aus-01",67537,0.452680587,490365,235,183.9359871,185,1339,56,21,"NonMal"
"474308","Android","ESTABLISHED","mel-aus-01",57126,0.776112381,455437,370,565.2543655,157,1356,74,22,"NonMal"
"187044","Android","ESTABLISHED","mel-aus-01",48806,0.795109698,527820,219,588.1456983,200,1353,70,25,"NonMal"
"336271","Windows","ESTABLISHED","mel-aus-01",57704,0.769719264,553948,256,953.278299,137,1338,54,24,"NonMal"
"187391","Android","ESTABLISHED","mel-aus-01",62037,0.604051812,474806,314,149.1866048,158,1366,58,18,"NonMal"
"293499","Others","ESTABLISHED","syd-tls-04",68358,0.409278988,510287,147,494.2174446,178,1348,57,20,"NonMal"
"14874","Android","ESTABLISHED","mel-aus-01",60488,0.59103865,534382,330,65.3181872,201,1378,62,21,"NonMal"
"413104","Android","ESTABLISHED","syd-tls-04",63639,0.521250984,600402,317,266.9831636,179,1382,57,18,"NonMal"
"206112","Windows","ESTABLISHED","mel-aus-01",64275,0.461279934,430541,247,172.4593554,168,1357,49,19,"NonMal"
"106456","Windows","ESTABLISHED","syd-tls-04",70113,0.657101769,372736,295,633.2844923,129,1309,64,23,"NonMal"
"368392","Windows","ESTABLISHED","syd-tls-04",68939,0.627792171,471479,277,476.6754079,168,1306,52,24,"NonMal"
"195431","Android","ESTABLISHED","mel-aus-01",63815,0.706262051,574655,244,826.334079,98,1370,78,24,"NonMal"
"80411","Others","ESTABLISHED","mel-aus-01",62098,0.640267323,366393,304,307.7114073,182,1360,59,21,"NonMal"
"476456","Android","Others","syd-tls-04",58650,0.602889682,536281,263,983.7433132,163,1384,52,31,"NonMal"
"86047","Others","ESTABLISHED","mel-aus-01",64514,0.448823745,580693,265,465.9647168,158,1322,55,18,"NonMal"
"430119","Android","ESTABLISHED","mel-aus-01",65494,0.265512284,395964,276,1220.254927,129,1358,55,15,"NonMal"
"270110","Windows","ESTABLISHED","mel-aus-01",52296,0.73644743,409729,237,398.1536988,224,1339,71,28,"NonMal"
"42634","Android","Others","syd-tls-04",70459,0.514573131,269778,328,1054.055786,148,1286,70,31,"NonMal"
"205925","Windows","ESTABLISHED","syd-tls-04",69639,0.439099851,467435,239,648.4713121,198,1311,74,22,"NonMal"
"438017","Windows","ESTABLISHED","syd-tls-04",59353,0.568034879,516971,284,101.1879047,132,1336,59,15,"NonMal"
"434627","Windows","ESTABLISHED","mel-aus-01",54249,0.708507138,488444,301,800.5376669,141,1322,71,28,"NonMal"
"63122","Windows","ESTABLISHED","mel-aus-01",66099,0.282819223,494246,288,1237.102366,135,1352,52,12,"NonMal"
"287334","Windows","ESTABLISHED","mel-aus-01",80613,0.521967927,510481,320,419.5732598,182,1387,57,23,"NonMal"
"162255","Android","ESTABLISHED","syd-tls-04",72924,0.633243316,698090,289,401.8500885,165,1384,94,23,"NonMal"
"420543","Windows","ESTABLISHED","mel-aus-01",68323,0.37493435,434005,211,662.3467521,154,1385,73,17,"NonMal"
"121790","Windows","ESTABLISHED","mel-aus-01",67430,0.68168588,580629,251,830.6686285,149,1352,64,25,"NonMal"
"40676","Windows","ESTABLISHED","syd-tls-04",56456,0.752890277,454973,283,567.8701696,204,1309,57,25,"NonMal"
"480311","Android","ESTABLISHED","mel-aus-01",64644,0.529930036,450697,303,369.0232411,149,1323,61,17,"NonMal"
"224823","Android","ESTABLISHED","mel-aus-01",61298,0.697519088,643220,263,603.0686331,139,1389,71,24,"NonMal"
"276545","Windows","ESTABLISHED","syd-tls-04",62052,0.608688726,537428,215,749.457713,166,1366,69,28,"NonMal"
"58683","Windows","ESTABLISHED","syd-tls-04",62480,0.708777469,474706,287,226.327327,186,1336,60,22,"NonMal"
"167629","Windows","ESTABLISHED","syd-tls-04",70432,0.595065218,549089,304,548.3301935,151,1324,56,25,"NonMal"
"166966","Android","ESTABLISHED","syd-tls-04",66805,0.670621966,615622,233,329.7915923,216,1388,70,23,"NonMal"
"187983","Others","ESTABLISHED","mel-aus-01",66625,0.507656888,367034,305,200.773399,207,1368,61,22,"NonMal"
"52697","Others","ESTABLISHED","mel-aus-01",68508,0.43261595,550729,218,543.7978662,163,1355,50,18,"NonMal"
"147106","Others","ESTABLISHED","syd-tls-04",57961,0.702323563,738232,305,444.225245,100,1304,62,24,"NonMal"
"437943","Android","ESTABLISHED","syd-tls-04",63076,0.608763654,543186,350,599.4408948,150,1359,76,28,"NonMal"
"311464","Android","ESTABLISHED","syd-tls-04",63590,0.40415694,418058,332,373.2736996,126,1343,62,15,"NonMal"
"222350","Windows","ESTABLISHED","mel-aus-01",53844,0.628830206,496142,248,18.55084557,161,1369,75,14,"NonMal"
"5059","Others","Others","syd-tls-04",56050,0.541431148,626010,199,71.57183624,179,1367,65,18,"NonMal"
"136235","Android","ESTABLISHED","mel-aus-01",64264,0.478481885,413832,290,316.2661562,135,1378,47,18,"NonMal"
"167718","Windows","ESTABLISHED","mel-aus-01",77990,0.400051301,611069,149,431.3732414,187,1334,55,24,"NonMal"
"202345","Windows","ESTABLISHED","mel-aus-01",58382,0.441136127,419768,210,461.525249,151,1373,70,17,"NonMal"
"295879","Android","ESTABLISHED","syd-tls-04",54891,0.667760834,281154,336,508.4691618,198,1366,71,28,"NonMal"
"157196","Android","ESTABLISHED","mel-aus-01",67132,0.416410197,564353,268,528.9339894,126,1279,75,17,"NonMal"
"67459","Windows","ESTABLISHED","mel-aus-01",68867,0.7071804,303844,203,551.5887042,175,1314,50,22,"NonMal"
"350924","Android","ESTABLISHED","mel-aus-01",67382,0.491547773,593551,305,501.470658,146,1349,68,18,"NonMal"
"51994","Windows","ESTABLISHED","mel-aus-01",70686,0.381358514,434444,283,450.9073666,189,1333,60,22,"NonMal"
"241963","Windows","ESTABLISHED","mel-aus-01",60219,0.442508604,523391,240,236.4127797,196,1318,69,20,"NonMal"
"462011","Windows","ESTABLISHED","syd-tls-04",64315,0.688222324,595106,244,398.3299823,182,1370,60,23,"NonMal"
"342611","Windows","ESTABLISHED","mel-aus-01",60497,0.663825982,504476,256,421.6493841,184,1344,70,25,"NonMal"
"282333","Windows","ESTABLISHED","syd-tls-04",48579,0.892101402,444309,245,467.9731302,157,1349,82,20,"NonMal"
"114153","Android","Others","mel-aus-01",55919,0.639523497,439204,154,1025.034622,115,1426,54,31,"NonMal"
"419935","Android","ESTABLISHED","mel-aus-01",58348,0.413440295,623922,348,520.2420132,174,1315,62,18,"NonMal"
"422045","Windows","ESTABLISHED","mel-aus-01",65318,0.455699113,533143,259,653.990988,156,1404,50,16,"NonMal"
"393714","Windows","ESTABLISHED","mel-aus-01",63167,0.691866096,616956,279,688.0513792,99,1427,60,23,"NonMal"
"160071","Windows","ESTABLISHED","mel-aus-01",63695,0.481547731,518445,263,322.1556374,159,1343,50,17,"NonMal"
"432645","Windows","ESTABLISHED","mel-aus-01",64065,0.529018761,359768,267,2.982508384,201,1343,64,23,"NonMal"
"315807","Windows","ESTABLISHED","mel-aus-01",62490,0.528106669,545924,351,341.5638346,192,1314,65,20,"NonMal"
"311276","Windows","ESTABLISHED","syd-tls-04",51425,0.515883726,418420,203,414.7124819,165,1311,54,15,"NonMal"
"403582","Android","ESTABLISHED","syd-tls-04",74757,0.569484593,626641,280,631.107186,161,1363,64,26,"NonMal"
"341050","Android","ESTABLISHED","syd-tls-04",58036,0.374018943,594526,242,613.138552,168,1371,63,15,"NonMal"
"439222","Android","ESTABLISHED","syd-tls-04",71704,0.570039861,426381,284,766.6603675,165,1371,66,27,"NonMal"
"444315","Android","ESTABLISHED","mel-aus-01",62250,0.37992372,485755,190,961.9598369,188,1340,69,18,"NonMal"
"72795","Android","ESTABLISHED","mel-aus-01",59182,0.579899284,449101,370,464.0860115,218,1307,54,30,"NonMal"
"284182","Android","ESTABLISHED","mel-aus-01",66433,0.507278997,383354,384,32.14211756,212,1350,53,24,"NonMal"
"379632","Windows","ESTABLISHED","mel-aus-01",53558,0.798607404,269426,283,417.0956705,207,1401,54,25,"NonMal"
"332438","Windows","ESTABLISHED","mel-aus-01",60872,0.721385932,522350,297,610.2960142,159,1352,59,25,"NonMal"
"267546","Windows","Others","mel-aus-01",59863,0.428710444,416664,276,313.9804942,131,1335,79,13,"NonMal"
"54973","Others","ESTABLISHED","mel-aus-01",53260,0.787918662,537341,238,598.196764,192,1311,69,24,"NonMal"
"128881","Windows","ESTABLISHED","mel-aus-01",55728,0.43146625,643819,276,539.1008869,126,1323,58,13,"NonMal"
"455807","Windows","ESTABLISHED","mel-aus-01",55479,0.534861503,544236,197,385.0459438,171,1306,66,16,"NonMal"
"119849","Windows","ESTABLISHED","mel-aus-01",57407,0.706465519,526950,277,568.8793296,171,1352,67,25,"NonMal"
